,source,text,type,category,label,English
783, Cristina Pocora,Am susținut (n.r. - PNL) amendamente la bugetul României pentru finanțarea unui spital generalist în sectorul 3., DECLARAȚII Sanatate,Fals,3,Am susținut (n.r. - PNL) amendamente la bugetul României pentru finanțarea unui spital generalist în sectorul 3.
784, Brigitte Clotilde Armand,"Pentru Metrorex sunt 700 de milioane de euro prevăzute, fonduri europene", DECLARAȚII Transport,Adevărat,0,"Pentru Metrorex sunt 700 de milioane de euro prevăzute, fonduri europene"
785, Ovidiu Raețchi,"Prejudiciul imputat de DNA fostului primar (n.r. - Marian Vanghelie) este de 300 milioane de lei, ne ducem spre jumătate din bugetul sectorului 5.", DECLARAȚII Justitie,Adevărat,0,"Prejudiciul imputat de DNA fostului primar (n.r. - Marian Vanghelie) este de 300 milioane de lei, ne ducem spre jumătate din bugetul sectorului 5."
786, Å�tefan Enache,Transportul public nu este în atribuția primăriei de sector, DECLARAȚII Transport,Adevărat,0,Transportul public nu este în atribuția primăriei de sector
787, Cătălin Berenghi,S-au plătit 7-8 milioane de euro în chirii pentru sediul Primăriei., DECLARAȚII Finante,Fals,3,S-au plătit 7-8 milioane de euro în chirii pentru sediul Primăriei.
788, Cătălin Predoiu,"Cătălin Predoiu: Bogdan Diaconu era membru PSD în 2008, când Oprescu era primar Bogdan Diaconu: Nu, nu eram", DECLARAȚII Politica,Adevărat,0,"Cătălin Predoiu: Bogdan Diaconu era membru PSD în 2008, când Oprescu era primar Bogdan Diaconu: Nu, nu eram"
789, Gabriela Firea,"va fi pusă la dispoziție (nr. cubul/sală de teatru) celorlalte teatre care de asemenea joacă în clădiri cu risc seismic, cum ar fi: Teatru Foarte Mic, de asemeneaTeatru Bulandra, Teatrul Evreiesc și alte teatre cu tradiție", DECLARAȚII Electoral,Parțial Fals,2,"va fi pusă la dispoziție (nr. cubul/sală de teatru) celorlalte teatre care de asemenea joacă în clădiri cu risc seismic, cum ar fi: Teatru Foarte Mic, de asemeneaTeatru Bulandra, Teatrul Evreiesc și alte teatre cu tradiție"
790, Gabriela Firea,Niciunul dintre consilierii generali actuali nu se află pe lista de acum., DECLARAȚII Electoral,Adevărat,0,Niciunul dintre consilierii generali actuali nu se află pe lista de acum.
791, Gabriela Firea,"Primăria poate interveni direct în organizarea și managementul spitalelor, prin reprezentanții primariei din consiliul de administrație.", DECLARAȚII Sanatate,Parțial Adevărat,1,"Primăria poate interveni direct în organizarea și managementul spitalelor, prin reprezentanții primariei din consiliul de administrație."
792, Cătălin Predoiu,"Am condus 20.000 de oameni în administrația locală. Doamna Firea, domnul Dan nu au condus 20.000 de oameni.", DECLARAȚII Electoral,Fals,3,"Am condus 20.000 de oameni în administrația locală. Doamna Firea, domnul Dan nu au condus 20.000 de oameni."
793, Cătălin Predoiu,"Proiectele capitalei sunt la pământ. Bucureștul are un indice de congestie de 55%. E cel mai blocat oraș din capitalele europene, peste Paris, Frankfurt.", DECLARAȚII Transport,Parțial Adevărat,1,"Proiectele capitalei sunt la pământ. Bucureștul are un indice de congestie de 55%. E cel mai blocat oraș din capitalele europene, peste Paris, Frankfurt."
794, Nicușor Dan,Nu mai departe decât azi candidatul PNL de la sectorul 4 merge la braț cu Piedone în sectorul 4, DECLARAȚII Electoral,Parțial Adevărat,1,Nu mai departe decât azi candidatul PNL de la sectorul 4 merge la braț cu Piedone în sectorul 4
795, Nicușor Dan,Noi (nr USB) suntem singurul partid care a făcut publice donațiile în campania asta, DECLARAȚII Electoral,Adevărat,0,Noi (nr USB) suntem singurul partid care a făcut publice donațiile în campania asta
796, Robert Turcescu,"„zăcem de ani de zile, de 27 de ani, cu mizeria aceea în centrul Capitalei numită Casa Radio, dar nu ne-a trecut prin cap, sau nu le-a trecut prin cap celor ce au adminstrat Bucureștiul să facă acolo eventual un spital multidisciplinar, regional (...)”", DECLARAȚII Electoral,Fals,3,"„zăcem de ani de zile, de 27 de ani, cu mizeria aceea în centrul Capitalei numită Casa Radio, dar nu ne-a trecut prin cap, sau nu le-a trecut prin cap celor ce au adminstrat Bucureștiul să facă acolo eventual un spital multidisciplinar, regional (...)”"
797, Stelian Damov,(n.r. - ref. sector 2) ai la dispozitie un buget anual de aproximativ 250 milioane de euro., DECLARAȚII Electoral,Parțial Adevărat,1,(n.r. - ref. sector 2) ai la dispozitie un buget anual de aproximativ 250 milioane de euro.
798, Radu Maxim,(nr Pasajul Sudului) construcția este în sarcina primăriei capitalei, DECLARAȚII Electoral,Adevărat,0,(nr Pasajul Sudului) construcția este în sarcina primăriei capitalei
799, Gabriel Mutu,"„ [...]nu se puteau înființa noi secții de votare pentru că încălcai legea. Mai mult decât atât, domnul Corlățean și-a dat demisia pe fondul acelui scandal care a apărut imediat în perioada primului tur de alegeri în care foarte mulți reclamau că n-au putut să intre să voteze. Cu toate astea, dacă ne uităm și facem o analiză pe rezultatul votului din diaspora, constatăm că au fost peste 400.000-500.000 de votanți în plus. Deci, nu-mi dau seama acum care sunt motivele pentru care vor să facă această anchetă și ce vor să scoată în evidență.”", DECLARAȚII Electoral,Fals,3,"„ [...]nu se puteau înființa noi secții de votare pentru că încălcai legea. Mai mult decât atât, domnul Corlățean și-a dat demisia pe fondul acelui scandal care a apărut imediat în perioada primului tur de alegeri în care foarte mulți reclamau că n-au putut să intre să voteze. Cu toate astea, dacă ne uităm și facem o analiză pe rezultatul votului din diaspora, constatăm că au fost peste 400.000-500.000 de votanți în plus. Deci, nu-mi dau seama acum care sunt motivele pentru care vor să facă această anchetă și ce vor să scoată în evidență.”"
800, Cătălin Predoiu,"„În ceea ce privește sănătatea, (...) pe hârtie Bucureștiul stă foarte bine, cu 50 de spitale din care 19 în subordinea primăriei, cu un număr de medici peste media europeană la suta de mii de locuitori, cu un număr de paturi la suta de mii de locuitori peste media europeană""", DECLARAȚII Electoral,Adevărat,0,"„În ceea ce privește sănătatea, (...) pe hârtie Bucureștiul stă foarte bine, cu 50 de spitale din care 19 în subordinea primăriei, cu un număr de medici peste media europeană la suta de mii de locuitori, cu un număr de paturi la suta de mii de locuitori peste media europeană"""
801, Cătălin Predoiu,"„La ora asta avem un PIB de 131% pe cap de locuitor din media europeană, mai mare decât cel al Atenei, cel al Madridului""", DECLARAȚII Electoral,Adevărat,0,"„La ora asta avem un PIB de 131% pe cap de locuitor din media europeană, mai mare decât cel al Atenei, cel al Madridului"""
802, Å�tefan Enache,Avem o hotărâre definitivă a instanței cum că proiectul (n.r. Pod Ciurel) poate continua, DECLARAȚII Electoral,Adevărat,0,Avem o hotărâre definitivă a instanței cum că proiectul (n.r. Pod Ciurel) poate continua
803, Bogdan Lencu,"(...)destructurarea mafiei din primăria sectorului 5. mă refer aici la timpul îndelungat, acel timp care ne doare pe toți, acel termen de 30 de zile legale până la soluționarea oricărei cereri, oricărei probleme, eu aș reduce acel termen la 7 zile lucrătoare, este posibil, este fezabil", DECLARAȚII Electoral,Parțial Fals,2,"(...)destructurarea mafiei din primăria sectorului 5. mă refer aici la timpul îndelungat, acel timp care ne doare pe toți, acel termen de 30 de zile legale până la soluționarea oricărei cereri, oricărei probleme, eu aș reduce acel termen la 7 zile lucrătoare, este posibil, este fezabil"
804, Nicușor Dan,"[voi asigura] Management al documentelor, proceduri interne prin care directiile din primarie sa lucreze impreuna si sa nu mai existe contradictii [...], cererile sa poata fi urmarite online.", DECLARAȚII Electoral,Fals,3,"[voi asigura] Management al documentelor, proceduri interne prin care directiile din primarie sa lucreze impreuna si sa nu mai existe contradictii [...], cererile sa poata fi urmarite online."
805, Daniel Barbu,"[...] Un oraș format dintr-un număr mare, nu știu dacă 19 (nr. municipalități) ca la Brussels (...)", DECLARAȚII Electoral,Adevărat,0,"[...] Un oraș format dintr-un număr mare, nu știu dacă 19 (nr. municipalități) ca la Brussels (...)"
806, Nicușor Dan,Nicușor Dan: „Centura Bucureștiului nu e o prioritate. Nu există un parteneriat cu CNADNR”, DECLARAȚII Electoral,Parțial Fals,2,Nicușor Dan: „Centura Bucureștiului nu e o prioritate. Nu există un parteneriat cu CNADNR”
807, Robert Turcescu,"„Legea 544: câte locuințe sociale există și cine le deține? Nu se știe, nu există un răspuns.”", DECLARAȚII Electoral,Parțial Adevărat,1,"„Legea 544: câte locuințe sociale există și cine le deține? Nu se știe, nu există un răspuns.”"
808, Daniel Barbu,„New York are un singur primar și un consiliu la cheremul primarului”, DECLARAȚII Electoral,Parțial Fals,2,„New York are un singur primar și un consiliu la cheremul primarului”
809, Robert Turcescu,Bugetul pentru cultură este mai mare decat cel pentru sănătate., DECLARAȚII Electoral,Parțial Adevărat,1,Bugetul pentru cultură este mai mare decat cel pentru sănătate.
810, Nicușor Dan,Nicușor Dan: „Legea mă obligă ca la orice act normativ să existe consultare publică - legea 52/2003”, DECLARAȚII Electoral,Adevărat,0,Nicușor Dan: „Legea mă obligă ca la orice act normativ să existe consultare publică - legea 52/2003”
811, Daniel Barbu,"„Voi face referendum prin corespondență, dialog structurat, pentru dezvoltarea responsabilității împărtășite.”", DECLARAȚII Electoral,Adevărat,0,"„Voi face referendum prin corespondență, dialog structurat, pentru dezvoltarea responsabilității împărtășite.”"
812, Robert NegoiÅ£ă,"Niciodată Primăria de Sector nu poate face exproprieri, nu poate decide așa ceva, asta o poate face doar Primăria Generală", DECLARAȚII Electoral,Adevărat,0,"Niciodată Primăria de Sector nu poate face exproprieri, nu poate decide așa ceva, asta o poate face doar Primăria Generală"
813, Cătălin Predoiu,„Eu nu mi-am pus semnătura pe ce spuneți dumneavoastră. Eu am semnalat ca Ministru al Justiției că tăierea pensiilor este neconstituțională și Curtea Constituțională mi-a confirmat. Eu n-am luat decizii politice care să taie pensii și salarii. N-am semnat închideri de spitale că nu era Ministerul Justiției însărcinat cu așa ceva…”, DECLARAȚII Politica,Parțial Adevărat,1,„Eu nu mi-am pus semnătura pe ce spuneți dumneavoastră. Eu am semnalat ca Ministru al Justiției că tăierea pensiilor este neconstituțională și Curtea Constituțională mi-a confirmat. Eu n-am luat decizii politice care să taie pensii și salarii. N-am semnat închideri de spitale că nu era Ministerul Justiției însărcinat cu așa ceva…”
814, Sorin Oprescu,„Cumpărarea de aparatură de înaltă tehnicitate s-a făcut [...] centralizat tocmai pentru a nu permite o serie întreagă de derapaje.”, DECLARAȚII Electoral,Parțial Fals,2,„Cumpărarea de aparatură de înaltă tehnicitate s-a făcut [...] centralizat tocmai pentru a nu permite o serie întreagă de derapaje.”
815, Nicușor Dan,"Nicușor Dan: (...) Consiliul general este cel care stabilește bugetul, dar primarul este cel care organizează licitațiile Gabriela Firea: (...) Un primar, dacă organizează de capul lui licitațiile, merge în secunda doi la pușcărie. Nu are atribuții primarul general să organizeze licitația. Sub nicio formă. (...) Primarul general face un singur lucru: dă o dispoziție prin care se înființează comisia de evaluare a raportului pentru licitații. Nicușor Dan: Primarul general, prin aparatul din subordinea lui, organizează licitațiile.", DECLARAȚII Electoral,Parțial Fals,2,"Nicușor Dan: (...) Consiliul general este cel care stabilește bugetul, dar primarul este cel care organizează licitațiile Gabriela Firea: (...) Un primar, dacă organizează de capul lui licitațiile, merge în secunda doi la pușcărie. Nu are atribuții primarul general să organizeze licitația. Sub nicio formă. (...) Primarul general face un singur lucru: dă o dispoziție prin care se înființează comisia de evaluare a raportului pentru licitații. Nicușor Dan: Primarul general, prin aparatul din subordinea lui, organizează licitațiile."
816, Daniel Barbu,"În prezent, pe medie desigur, pentru că nu toate spitalele bucureștene sunt egale ca număr de paturi și complexitate a actelor medicale pe care le pun în operă, dar în medie fiecare spital primește circa 2 milioane de euro pe an, din care 60% de la primărie și 40% din sistemul național de sănătate.", DECLARAȚII Sanatate,Fals,3,"În prezent, pe medie desigur, pentru că nu toate spitalele bucureștene sunt egale ca număr de paturi și complexitate a actelor medicale pe care le pun în operă, dar în medie fiecare spital primește circa 2 milioane de euro pe an, din care 60% de la primărie și 40% din sistemul național de sănătate."
817, Gabriela Firea,"„colegii noștri consilieri generali (n.r. - PSD) au propus un buget mai mare (n.r. pentru sănătate), de aproape 15%, și majoritatea PNL-PDL a acceptat doar unul 7,3%”", DECLARAȚII Electoral,Fals,3,"„colegii noștri consilieri generali (n.r. - PSD) au propus un buget mai mare (n.r. pentru sănătate), de aproape 15%, și majoritatea PNL-PDL a acceptat doar unul 7,3%”"
818, Brigitte Clotilde Armand,"Este o lege din 2006, mai precis HCGMB 66, care prevede ce parcări trebuie să aibă orice construcție nouă. Un apartament de mai puțin de 100 metri pătrați trebuie să aibă un loc de parcare, dacă este mai mare, trebuie să aibă două locuri de parcare, plus 20 la sută pentru vizitatori(...)Ceea ce este bine e că legea prevede și o taxă de 10.000 de euro dacă dezvoltatorii nu au respectat prevederile legale(...)", DECLARAȚII Electoral,Parțial Adevărat,1,"Este o lege din 2006, mai precis HCGMB 66, care prevede ce parcări trebuie să aibă orice construcție nouă. Un apartament de mai puțin de 100 metri pătrați trebuie să aibă un loc de parcare, dacă este mai mare, trebuie să aibă două locuri de parcare, plus 20 la sută pentru vizitatori(...)Ceea ce este bine e că legea prevede și o taxă de 10.000 de euro dacă dezvoltatorii nu au respectat prevederile legale(...)"
819, Ovidiu Raețchi,"„(...)Sectorului 5, care are cea mai mică suprafață de spațiu verde din toate sectoarele Capitalei.”", DECLARAȚII Electoral,Adevărat,0,"„(...)Sectorului 5, care are cea mai mică suprafață de spațiu verde din toate sectoarele Capitalei.”"
820, Nicușor Dan,"Nicușor Dan: „Ați avut majoritatea în Consiliul General 3 ani și jumătate"" Gabriela Firea: „Noi avem 18 consilieri municipali din 55, dacă asta înseamnă majoritate (...)""  Nicușor Dan: „Ați avut majoritatea cu USL și ați continuat s-o aveți sub primarul Oprescu timp de 3 ani și jumătate""", DECLARAȚII Electoral,Fals,3,"Nicușor Dan: „Ați avut majoritatea în Consiliul General 3 ani și jumătate"" Gabriela Firea: „Noi avem 18 consilieri municipali din 55, dacă asta înseamnă majoritate (...)""  Nicușor Dan: „Ați avut majoritatea cu USL și ați continuat s-o aveți sub primarul Oprescu timp de 3 ani și jumătate"""
821, Gabriela Firea,"„Spitalul Gomoiu și Spitalul Foișor, două unități spitalicești care au avut finanțare de la PMB iar Foișor și fonduri europene(...)în ceea ce privește banii pentru Foișor, aproape 17 milioane lei fonduri europene, se pierde această finanțare, iar spitalul va trebui să fie finalizat din fondurile Primăriei”", DECLARAȚII Electoral,Fals,3,"„Spitalul Gomoiu și Spitalul Foișor, două unități spitalicești care au avut finanțare de la PMB iar Foișor și fonduri europene(...)în ceea ce privește banii pentru Foișor, aproape 17 milioane lei fonduri europene, se pierde această finanțare, iar spitalul va trebui să fie finalizat din fondurile Primăriei”"
822, Nicușor Dan,"Legea e destul de restrictivă (n.r. legislația electorală); nu ai voie nici măcar să faci un tricou cu candidatura ta, cu care echipele să meargă prin oraș.", DECLARAȚII Electoral,Adevărat,0,"Legea e destul de restrictivă (n.r. legislația electorală); nu ai voie nici măcar să faci un tricou cu candidatura ta, cu care echipele să meargă prin oraș."
823, Å�tefan Viorel Florescu,"„După cum prea bine ştiţi, conform legislaţiei electorale în vigoare, candidaţii independenţi nu au dreptul să aibă reprezentanţi care să participe la numărătoarea paralelă a voturilor de după închiderea urnelor. Doar candidaţii partidelor politice au acest drept.”", DECLARAȚII Electoral,Adevărat,0,"„După cum prea bine ştiţi, conform legislaţiei electorale în vigoare, candidaţii independenţi nu au dreptul să aibă reprezentanţi care să participe la numărătoarea paralelă a voturilor de după închiderea urnelor. Doar candidaţii partidelor politice au acest drept.”"
824, Gabriel Mutu,"În perioada 2012 – 2014, primarul PNL Rareș Mănescu a lipsit total de la toate ședințele de Consiliu Local, prezența lui în sector a fost zero [...]", DECLARAȚII Electoral,Fals,3,"În perioada 2012 – 2014, primarul PNL Rareș Mănescu a lipsit total de la toate ședințele de Consiliu Local, prezența lui în sector a fost zero [...]"
825, Gabriel Mutu,"[...] conform Constituției, nu poți modifica legea electorală printr-o hotărâre de Guvern. În Constituție scrie foarte clar, nu poți modifica legea electorală prin ordonanță sau hotărâre de Guvern, nu poți s-o faci. În mod normal, trebuie să vii în Parlament, să ceri în Parlament modificarea legii, punct [...] ", DECLARAȚII Electoral,Adevărat,0,"[...] conform Constituției, nu poți modifica legea electorală printr-o hotărâre de Guvern. În Constituție scrie foarte clar, nu poți modifica legea electorală prin ordonanță sau hotărâre de Guvern, nu poți s-o faci. În mod normal, trebuie să vii în Parlament, să ceri în Parlament modificarea legii, punct [...] "
826, Patriciu Achimaș-Cadariu,"De dimineață se fac afirmații extrem de tendențioase în ceea ce mă privește, prezentându-se absolut eronat numărul contractelor, valoarea lor și modul în care au fost ele făcute. Am prezentat azi în conferința de presă, au fost strict trei contracte cadru, care au însumat unsprezece virgulă ceva la sută din totalul valorii cu care în acea perioadă s-au achiziționat dezinfectanți în institutul oncologic (...) acești dezinfectanți se cumpără pe procedura standard, de licitație deschisă, este în SEAP.", DECLARAȚII Politica,Parțial Fals,2,"De dimineață se fac afirmații extrem de tendențioase în ceea ce mă privește, prezentându-se absolut eronat numărul contractelor, valoarea lor și modul în care au fost ele făcute. Am prezentat azi în conferința de presă, au fost strict trei contracte cadru, care au însumat unsprezece virgulă ceva la sută din totalul valorii cu care în acea perioadă s-au achiziționat dezinfectanți în institutul oncologic (...) acești dezinfectanți se cumpără pe procedura standard, de licitație deschisă, este în SEAP."
827, Daniel BăluÅ£ă,"Bugetul Sectorului 4 este de 110 milioane de euro. Eu, ca edil, primesc 12.000 de euro pe an pentru a gestiona o sumă de 110 milioane de euro", DECLARAȚII Electoral,Adevărat,0,"Bugetul Sectorului 4 este de 110 milioane de euro. Eu, ca edil, primesc 12.000 de euro pe an pentru a gestiona o sumă de 110 milioane de euro"
828, Eugen Tomac,"În România avem 65.000 de cetățeni români practicanți ai cultului musulman, iar în București avem deja cinci moschei.", DECLARAȚII Electoral,Adevărat,0,"În România avem 65.000 de cetățeni români practicanți ai cultului musulman, iar în București avem deja cinci moschei."
829, Gabriela Firea,"Vi se pare normal ca în precampania electorală să fie plin orasul de afișe, de corturi, de panouri publicitare... într-adevăr nu scrie cuvântul “votează”, dar apare numele candidatului, partidul pe care-l reprezintă, un slogan, fotografia și toate însemnele electorale și se spune ca nu e publicitate electorală. (...) În schimb în campania de o lună de zile dinaintea alegerilor nu mai este permis niciun fel de afisaj. ", DECLARAȚII Electoral,Fals,3,"Vi se pare normal ca în precampania electorală să fie plin orasul de afișe, de corturi, de panouri publicitare... într-adevăr nu scrie cuvântul “votează”, dar apare numele candidatului, partidul pe care-l reprezintă, un slogan, fotografia și toate însemnele electorale și se spune ca nu e publicitate electorală. (...) În schimb în campania de o lună de zile dinaintea alegerilor nu mai este permis niciun fel de afisaj. "
830, Maria Grapini,„Începem să pierdem cusătoarele și țesătoarele”, DECLARAȚII Politica,Fals,3,„Începem să pierdem cusătoarele și țesătoarele”
831, Traian Băsescu,Nicăieri în Uniunea Europeană nu există sancțiune penală pentru abuz în serviciu., DECLARAȚII Justitie,Fals,3,Nicăieri în Uniunea Europeană nu există sancțiune penală pentru abuz în serviciu.
832, Remus Cernea,"La recensămintele din 2002 și din 2011, peste 800.000 de persoane au declarat că trăiesc în „uniune consensuală” (aproximativ 4% din populație).", DECLARAȚII Social,Parțial Adevărat,1,"La recensămintele din 2002 și din 2011, peste 800.000 de persoane au declarat că trăiesc în „uniune consensuală” (aproximativ 4% din populație)."
833, Vasilica Miron,"Legea este mult prea drastică, este cea mai drastică din Europa.", DECLARAȚII Sanatate,Parțial Adevărat,1,"Legea este mult prea drastică, este cea mai drastică din Europa."
834, Cristina Palmer,"50% din pădurile României sunt încă proprietate publică de stat (...) iar 50% sunt încă în proprietate privată. (...) România are în continuare, conform inventarului forestier național, cam 29% din teritoriu împădurit, asta include și pășuni cu pădure pe ele. Suntem un pic sub media europeană, dacă ne uităm că Austria are 47%, Franța are 28%... În fine, nu este atât de dramatic (...)", DECLARAȚII Mediu,Parțial Adevărat,1,"50% din pădurile României sunt încă proprietate publică de stat (...) iar 50% sunt încă în proprietate privată. (...) România are în continuare, conform inventarului forestier național, cam 29% din teritoriu împădurit, asta include și pășuni cu pădure pe ele. Suntem un pic sub media europeană, dacă ne uităm că Austria are 47%, Franța are 28%... În fine, nu este atât de dramatic (...)"
835, Traian Băsescu,„Într-o țară în care se înregistrează zilnic două-trei partide”, DECLARAȚII Electoral,Fals,3,„Într-o țară în care se înregistrează zilnic două-trei partide”
836, Nicușor Dan,"Atribuţiile viceprimarului sunt date de Consiliul General şi, în consecinţă, volatile, întrucât depind de majoritatea politică care se poate schimba oricând", DECLARAȚII Electoral,Parțial Adevărat,1,"Atribuţiile viceprimarului sunt date de Consiliul General şi, în consecinţă, volatile, întrucât depind de majoritatea politică care se poate schimba oricând"
837, Dacian Cioloș,Niciun prefect sau subprefect fixat definitiv prin concurs nu a fost schimbat. Schimbările au vizat exclusiv prefecți sau subprefecți pe care guvernul precedent i-a numit temporar, DECLARAȚII Politica,Parțial Fals,2,Niciun prefect sau subprefect fixat definitiv prin concurs nu a fost schimbat. Schimbările au vizat exclusiv prefecți sau subprefecți pe care guvernul precedent i-a numit temporar
838, Daniel Constantin,"„ După fiecare interceptare, persoana interceptată trebuie anunţată”", DECLARAȚII Justitie,Adevărat,0,"„ După fiecare interceptare, persoana interceptată trebuie anunţată”"
839, Raluca Prună,"În primul rând, pentru că știți foarte bine că ordonanța de urgență, tocmai din cauza caracterului de urgență, nu este de regulă pusă în transparență decizională. Nu există obligație de la lege (...) Am considerat, ca ministru, unu: că nu am această obligație și doi: mi-am luat riscul de a nu o pune în transparență decizională, pentru că urmează să primesc un aviz al CSM, deci, tehnic vorbind, ea mai poate fi modificată și urmează, desigur, să primesc si un aviz al CSAT. În mod normal, ar fi trebuit să fie pusă în transparență după ce primim și avizul CSAT (...)", DECLARAȚII Justitie,Fals,3,"În primul rând, pentru că știți foarte bine că ordonanța de urgență, tocmai din cauza caracterului de urgență, nu este de regulă pusă în transparență decizională. Nu există obligație de la lege (...) Am considerat, ca ministru, unu: că nu am această obligație și doi: mi-am luat riscul de a nu o pune în transparență decizională, pentru că urmează să primesc un aviz al CSM, deci, tehnic vorbind, ea mai poate fi modificată și urmează, desigur, să primesc si un aviz al CSAT. În mod normal, ar fi trebuit să fie pusă în transparență după ce primim și avizul CSAT (...)"
840, Liviu Dragnea,"Din fericire, am mai câștigat procese. Din păcate, sunt companii care au încheiat înțelegeri cu PSD în anii trecuți, care figurează creditori la partidul nostru, dar în schimb au venit cu solicitări de penalități. Ca să vă dau un exemplu, de la 2 la 22, adică de 22 de ori mai mult. Nu există în lume așa ceva, îi depășești și pe cămătari. Nici cămătarii nu cred că au rata asta. Ne judecăm, în mare parte câștigăm.", DECLARAȚII Justitie,Fals,3,"Din fericire, am mai câștigat procese. Din păcate, sunt companii care au încheiat înțelegeri cu PSD în anii trecuți, care figurează creditori la partidul nostru, dar în schimb au venit cu solicitări de penalități. Ca să vă dau un exemplu, de la 2 la 22, adică de 22 de ori mai mult. Nu există în lume așa ceva, îi depășești și pe cămătari. Nici cămătarii nu cred că au rata asta. Ne judecăm, în mare parte câștigăm."
841, Adrian Curaj,„Nu putem ordonanță de urgență înainte de începerea activității parlamentare.”, DECLARAȚII Politica,Fals,3,„Nu putem ordonanță de urgență înainte de începerea activității parlamentare.”
842, Ana Costea,"„(…)Ministerul Dezvoltării Regionale și Administrației Publice (MDRAP), care are în subordine consiliile județene”", DECLARAȚII Politica,Fals,3,"„(…)Ministerul Dezvoltării Regionale și Administrației Publice (MDRAP), care are în subordine consiliile județene”"
843, Viorel Å�tefan," „Nu prin legea bugetară se pot aproba achiziţii. (…) Nu putem să dăm bani, apoi să aprobăm parametri.”", DECLARAȚII Finante,Adevărat,0," „Nu prin legea bugetară se pot aproba achiziţii. (…) Nu putem să dăm bani, apoi să aprobăm parametri.”"
844, Sorin Câmpeanu,„(…) nu se înscrie în definiţia formală a dezastrelor această tragedie care s-a întâmplat în România”, DECLARAȚII Politica,Fals,3,„(…) nu se înscrie în definiţia formală a dezastrelor această tragedie care s-a întâmplat în România”
845, Cristian Popescu Piedone,"„Avem la dosar toate actele, am îndeplinit toate normele legale de eliberare a acordului de funcţionare(…)”", DECLARAȚII Politica,Fals,3,"„Avem la dosar toate actele, am îndeplinit toate normele legale de eliberare a acordului de funcţionare(…)”"
846, Liviu Pop,"„Pentru prima dată, după mulți ani, în România, numărul angajaților l-a depășit pe cel al pensionarilor.", DECLARAȚII Social,Fals,3,"„Pentru prima dată, după mulți ani, în România, numărul angajaților l-a depășit pe cel al pensionarilor."
847, Traian Băsescu,"„România are un pilon extraordinar în propria ei Constituție, articolul 3, alineatul 4, care spune că pe teritoriul statului român nu pot fi strămutate sau colonizate populații străine.”", DECLARAȚII Externe,Fals,3,"„România are un pilon extraordinar în propria ei Constituție, articolul 3, alineatul 4, care spune că pe teritoriul statului român nu pot fi strămutate sau colonizate populații străine.”"
848, Radu Mazăre,„Banii din cont erau parte a unei înţelegeri financiare ce nu trebuiau declaraţi în declaraţia de avere.”, DECLARAȚII Justitie,Fals,3,„Banii din cont erau parte a unei înţelegeri financiare ce nu trebuiau declaraţi în declaraţia de avere.”
849, Sorin Oprescu,„Mi-au spus că am proprietăți… N-am proprietăți.”, DECLARAȚII Justitie,Fals,3,„Mi-au spus că am proprietăți… N-am proprietăți.”
850, Vasile Blaga,„Niciodată nu a organizat alegerile PNL.”, DECLARAȚII Politica,Parțial Fals,2,„Niciodată nu a organizat alegerile PNL.”
851, Radu Carp,„DPRP din cadrul MAE sprijină pentru anul în curs doar 3 proiecte ale românilor din Ungaria”, DECLARAȚII Externe,Parțial Adevărat,1,„DPRP din cadrul MAE sprijină pentru anul în curs doar 3 proiecte ale românilor din Ungaria”
852, Gabriela Podașcă, „Nu mai pot fi organizate alegeri parțiale”, DECLARAȚII Electoral,Adevărat,0, „Nu mai pot fi organizate alegeri parțiale”
853, Cezar Preda, „Nu comisia parlamentară exercită controlul civil al serviciului de informații”, DECLARAȚII Justitie,Parțial Fals,2, „Nu comisia parlamentară exercită controlul civil al serviciului de informații”
854, Mircea DuÅŸa,„Armata României este cea mai apreciată instituție a statului român de către populație”, DECLARAȚII Aparare,Parțial Adevărat,1,„Armata României este cea mai apreciată instituție a statului român de către populație”
855, Victor Ponta, „[România] se află acum pe primul loc la creșterea economică în UE.”, DECLARAȚII Economie,Adevărat,0, „[România] se află acum pe primul loc la creșterea economică în UE.”
856, Alina Gorghiu, „Guvernul României pierde banii europeni pe care ar trebui să-i investească în transporturi”, DECLARAȚII Transport,Adevărat,0, „Guvernul României pierde banii europeni pe care ar trebui să-i investească în transporturi”
857, Anghel Stanciu,"„[noi] parlamentarii, suntem pe locul 14 în grila de salarizare”", DECLARAȚII Politica,Fals,3,"„[noi] parlamentarii, suntem pe locul 14 în grila de salarizare”"
858, NicuÅŸor Halici,„Procedura (n.r. – de revocare din funcție a aleșilor condamnați definitiv) nu ţine de o acţiune a Instituţiei Prefectului”, DECLARAȚII Justitie,Parțial Fals,2,„Procedura (n.r. – de revocare din funcție a aleșilor condamnați definitiv) nu ţine de o acţiune a Instituţiei Prefectului”
859, Vasile Blaga,„Un interimat poate dura maxim 45 de zile”, DECLARAȚII Politica,Adevărat,0,„Un interimat poate dura maxim 45 de zile”
860, Ioan Rus,„Am să cer chiar primului ministru să îmi accepte demisia”, DECLARAȚII Politica,Fals,3,„Am să cer chiar primului ministru să îmi accepte demisia”
861, Ilie SÃ¢rbu,„E ilegală nominalizarea lui Mihai Răzvan Ungureanu”, DECLARAȚII Politica,Fals,3,„E ilegală nominalizarea lui Mihai Răzvan Ungureanu”
